,title,finishYn,Score,artist,latest_upload,page url,intro,genres,form,id,img_url
1117,아는사람 이야기,Y,"
9.95
",오묘,2013.06.13,http://comic.naver.com/webtoon/list?titleId=460686,"25세 세 여자 미라 여름 정아의 소소하고 평범한, 울고 웃고 사랑하는 이야기.나와 당신과 그리고,",pure,scroll,460686,https://shared-comic.pstatic.net/thumb/webtoon/460686/thumbnail/title_thumbnail_20120418172527_t83x90.jpg
1118,올해의 벚꽃도 함께,Y,"
9.97
",박수봉,2015.05.25,http://comic.naver.com/webtoon/list?titleId=652403,봄바람을 타고 벚꽃잎이 살랑살랑 날리면 기분 좋은 두근거림과 함께 생각나는 그녀. 1년 전 짝사랑에게 말하지 못한 한 마디,pure,scroll,652403,https://shared-comic.pstatic.net/thumb/webtoon/652403/thumbnail/title_thumbnail_20150406152052_t83x90.jpg
1119,Here U Are,Y,"
9.68
",D JUN,2021.02.20,http://comic.naver.com/webtoon/list?titleId=721109,"학교 최고의 인싸 선배 현우, 말 없고 무뚝뚝한 아싸 신입생 재환성격도 생각도 반대인 두 사람의 만남은 악연? 아니면 인연?입학식에서 만나 특별한 사이(?)가 될 두 사람의 이야기",pure,scroll,721109,https://shared-comic.pstatic.net/thumb/webtoon/721109/thumbnail/thumbnail_IMAG10_844cec4a-9b1b-4e38-9c0c-d1ab94059edc.jpg
1120,두근두근 네가 좋아서,Y,"
9.94
",서혜은 / 박래모,2021.04.25,http://comic.naver.com/webtoon/list?titleId=746786,"모든 게 완벽한 탑스타 서건우, 만만치 않은 신인 민서연에게 반해버렸다.",pure,scroll,746786,https://shared-comic.pstatic.net/thumb/webtoon/746786/thumbnail/thumbnail_IMAG10_446e5d59-96f0-4d0b-9b41-cc9561b68293.jpg
1121,하나의 하루,Y,"
9.95
",석우,2019.07.24,http://comic.naver.com/webtoon/list?titleId=694805,인간소녀를 향한 늑대인간의 사랑,pure,scroll,694805,https://shared-comic.pstatic.net/thumb/webtoon/694805/thumbnail/thumbnail_IMAG10_8859cee3-a70b-45ff-b047-04a8be9d2c46.jpg
1122,같은도장,Y,"
9.98
",이힝,2020.05.17,http://comic.naver.com/webtoon/list?titleId=725830,게임 친구였던 귀여운(?) 연하남과같은 검도장에서 만나버렸다!,pure,scroll,725830,https://shared-comic.pstatic.net/thumb/webtoon/725830/thumbnail/thumbnail_IMAG10_f8a6b2ea-7e99-410f-8b72-f1b1e4b289cb.jpg
1123,견우와 직녀,Y,"
9.95
",유리아,2011.05.04,http://comic.naver.com/webtoon/list?titleId=233265,"설화, 견우와 직녀, 판타지로 다시 태어나다.",pure,scroll,233265,https://shared-comic.pstatic.net/thumb/webtoon/233265/thumbnail/title_thumbnail_20100917152439_t83x90.jpg
1124,삶이 우리를 속일지라도,Y,"
9.94
",김지수,2021.03.21,http://comic.naver.com/webtoon/list?titleId=726212,재벌 3세들과 친해진 가난한 대학생!그녀는 솔직해질 수 있을까?,pure,scroll,726212,https://shared-comic.pstatic.net/thumb/webtoon/726212/thumbnail/thumbnail_IMAG10_fe4eeb55-40c9-4c8d-be22-221235220401.jpg
1125,가난을 등에 업은 소녀,Y,"
9.08
",B급달궁 / 오은지,2020.10.19,http://comic.naver.com/webtoon/list?titleId=756056,흔하디 흔한 재벌후계자와 캔디도 울고 갈 박복한 가난소녀의 파란만장 동거기!인기작 의 웹툰판!,pure,scroll,756056,https://shared-comic.pstatic.net/thumb/webtoon/756056/thumbnail/thumbnail_IMAG10_a24bd6d3-7728-4f03-bb60-261f8749d49e.jpg
1126,에피소드메이비,Y,"
9.86
",정마루,2008.09.30,http://comic.naver.com/webtoon/list?titleId=22043,사랑의 서로 다른 시각 또 각자의 이야기 그리고 그들의 꿈... Maybe…,pure,scroll,22043,https://shared-comic.pstatic.net/thumb/webtoon/22043/thumbnail/thumbnail_title_22043_83x90.gif
1127,옆집친구,Y,"
9.88
",이한솔,2020.12.24,http://comic.naver.com/webtoon/list?titleId=718019,그냥 옆집친구였던 네가이제는 다르게 보여-,pure,scroll,718019,https://shared-comic.pstatic.net/thumb/webtoon/718019/thumbnail/thumbnail_IMAG10_dd283c57-0f9e-44b3-916a-d1d68a282398.jpg
1128,당신만 몰라!,Y,"
9.96
",유리아,2017.10.03,http://comic.naver.com/webtoon/list?titleId=459545,"여자에겐 사랑하는 사람에게 목숨걸고 숨겨야 하는 것들이 있다!달콤살벌 그녀들의 비밀 이야기, '당신만 몰라!'",pure,scroll,459545,https://shared-comic.pstatic.net/thumb/webtoon/459545/thumbnail/title_thumbnail_20150603121259_t83x90.jpg
1129,그놈은 흑염룡,Y,"
9.97
",혜진양,2021.03.08,http://comic.naver.com/webtoon/list?titleId=733080,요즘 것들은 랜덤채팅 한다고? 2000년대엔 게임 ♨정모♨가 있었다!그곳에서 만난 그 남자 흑.염.룡.,pure,scroll,733080,https://shared-comic.pstatic.net/thumb/webtoon/733080/thumbnail/thumbnail_IMAG10_989e4c91-a2eb-4369-a058-bce2f1ecbdea.jpg
1130,인터셉트,Y,"
9.94
",임주이,2021.05.25,http://comic.naver.com/webtoon/list?titleId=747961,비 오는 날이면 늘 안 좋은 일만 생기던 그녀에게 처음으로 내린 따스한 비.사랑에 지친 윤서에게 새로운 사랑이 찾아온다!,pure,scroll,747961,https://shared-comic.pstatic.net/thumb/webtoon/747961/thumbnail/thumbnail_IMAG10_2b4ebb56-7afb-4494-890a-51527c78f74d.jpg
1131,지금은 삽질 중,Y,"
9.88
",자유,2021.05.24,http://comic.naver.com/webtoon/list?titleId=771988,"주인공 하얀은 고고학과 2학년. 어릴 적 꿈을 좇아 고고학과에 입학했지만 상상과는 다른 전공 내용, 취업 등의 현실적인 문제 때문에 전과해야 하는 것은 아닌지 계속 고민 중이다. 그러던 중 하얀은 뜻밖에도 우리나라의 고대사를 뒤엎을 만한 역사적 유물 조사의 연구 장학생으로 선택되면서 다시 한 번 고고학에 대한 열정을 불태우기로 하는데...",pure,scroll,771988,https://shared-comic.pstatic.net/thumb/webtoon/771988/thumbnail/thumbnail_IMAG10_8eefe84b-6612-4dbe-939e-4d3faf6886ef.jpg
1132,시큼새큼,Y,"
9.90
",묘니,2015.09.21,http://comic.naver.com/webtoon/list?titleId=509092,내 이야기를 들어주는 사람이 있다는 건 큰 축복이야.평범하진 않지만 평범한 순정만화.,pure,scroll,509092,https://shared-comic.pstatic.net/thumb/webtoon/509092/thumbnail/title_thumbnail_20140106195311_t83x90.jpg
1133,스튜디오 짭쪼롬,Y,"
9.97
",오묘,2015.03.19,http://comic.naver.com/webtoon/list?titleId=597480,"백수, 수험생, 방구석폐인, 외국인같은 한국인서로 다른 사람들이 모여 만드는 유쾌한 일상 시트콤!",pure,scroll,597480,https://shared-comic.pstatic.net/thumb/webtoon/597480/thumbnail/title_thumbnail_20131031175416_t83x90.jpg
1134,그 해 여름,Y,"
9.91
",김현,2021.05.10,http://comic.naver.com/webtoon/list?titleId=772235,"사랑에 집착하는 희범.공부에만 집중하고픈 유원. 10대의 마지막 여름, 이들과 마주한 주미. 성장통을 겪는 소년 소녀들의 드라마",pure,scroll,772235,https://shared-comic.pstatic.net/thumb/webtoon/772235/thumbnail/thumbnail_IMAG10_f404aa87-439d-4c7c-97a4-72bfa9110276.jpg
1135,좋아하는 부분,Y,"
9.95
",타리,2019.10.02,http://comic.naver.com/webtoon/list?titleId=699659,극한의 남자취향을 가진 여인 소우주의 고군분투 로맨스,pure,scroll,699659,https://shared-comic.pstatic.net/thumb/webtoon/699659/thumbnail/thumbnail_IMAG10_e12f7293-375d-4612-87e7-1b1db2dc9fb0.jpg
1136,또한번 엔딩,Y,"
9.83
",타리,2020.03.21,http://comic.naver.com/webtoon/list?titleId=739166,"""연애, 최고의 결말은 결혼일까 이별일까?""신혼부부 전세대출을 받기 위해 결혼을 결심한 비혼주의 으른들의 아찔한 결혼사기 로맨스!플레이리스트 신작 웹드라마 '또한번 엔딩'을 웹툰으로 만나보세요~!",pure,scroll,739166,https://shared-comic.pstatic.net/thumb/webtoon/739166/thumbnail/thumbnail_IMAG10_fce5681e-f8b0-4814-8466-4c515b7e8a72.jpg
1137,꽃미남 저승사자,Y,"
9.89
","사지현, 히어리 ...",2020.03.05,http://comic.naver.com/webtoon/list?titleId=721461,톱 배우로 위장 중인 천도율 원탑의 꽃미남 저승사자 진서원. 진서원의 사생팬들에게 쫓기다 어이없는 죽음을 맞이한 연극배우 한지안. 그녀를 천도시켜야만 하는 저승사자 진서원과 그의 유혹을 뿌리치고 천도 거부를 선언한 간 큰 여자 한지안. 그 둘 사이 누구도 모르는 은밀한 계약이 시작된다.,pure,scroll,721461,https://shared-comic.pstatic.net/thumb/webtoon/721461/thumbnail/thumbnail_IMAG10_3922dbe8-92cb-403f-a580-3750ce61cfde.jpg
1138,녹두전,Y,"
9.98
",혜진양,2017.08.01,http://comic.naver.com/webtoon/list?titleId=643123,"17세기 조선, 장가를 가기 싫은 사내와 기생이 되기 싫은 처자의 엇갈리고 이어지는 연애담",pure,scroll,643123,https://shared-comic.pstatic.net/thumb/webtoon/643123/thumbnail/thumbnail_IMAG10_a97e9b74-2215-49d0-ae54-6a00ffebfff0.jpg
1139,첫사랑입니다만,Y,"
9.93
",산차,2020.06.21,http://comic.naver.com/webtoon/list?titleId=727836,숨기고 싶은 그녀와 밝히고 싶은 그의 밀당 로맨스!,pure,scroll,727836,https://shared-comic.pstatic.net/thumb/webtoon/727836/thumbnail/thumbnail_IMAG10_f842e125-5972-4750-afd4-d5cbc52d20e3.jpg
1140,AA,Y,"
9.68
","선정, 지숙",2007.08.02,http://comic.naver.com/webtoon/list?titleId=20762,대머리 사절을 외치는 여인과 대머리 일것 같은 그녀의 이상형이 벌이는 로맨틱 코미디 액션 드라마!,pure,scroll,20762,https://shared-comic.pstatic.net/thumb/webtoon/20762/thumbnail/thumbnail_title_20762_83x90.gif
1141,투엔티스,Y,"
9.94
",김명현,2014.07.18,http://comic.naver.com/webtoon/list?titleId=532057,", 김명현 작가 신작. 스무살, 그녀가 하고 싶은 것은?",pure,scroll,532057,https://shared-comic.pstatic.net/thumb/webtoon/532057/thumbnail/title_thumbnail_20130118185744_t83x90.jpg
1142,만찢남녀,Y,"
9.97
",님니,2020.09.12,http://comic.naver.com/webtoon/list?titleId=733274,"10년도 더 된 순정만화의 주인공이 자신과 이름도, 얼굴도 똑같다는 이야기를 듣게된 한선녀.우연히 그 만화책을 얻게 된 선녀는 호기심에 만화책을 읽다가 잠이 들고, 눈을 떠보니 옆에 누워 있는 사람은 만화 속 남자 주인공 천남욱. 남욱이 만화를 찢고 나온 그 순간부터, 순탄하게 흘러가던 선녀의 학교 생활이 꼬이기 시작한다.",pure,scroll,733274,https://shared-comic.pstatic.net/thumb/webtoon/733274/thumbnail/thumbnail_IMAG10_85bb3d59-1598-49db-81de-e9669051b2b0.jpg
1143,철벽! 연애 시뮬레이션,Y,"
9.96
",혜니,2016.01.21,http://comic.naver.com/webtoon/list?titleId=652122,모니터 남친은 이제 그만! 게임속으로 들어간 이라의 철벽녀 탈출기. 2014 대학만화 최강자전 수상작!,pure,scroll,652122,https://shared-comic.pstatic.net/thumb/webtoon/652122/thumbnail/title_thumbnail_20150402143641_t83x90.jpg
1144,수학 잘하는 법,Y,"
9.91
",하비영,2019.04.20,http://comic.naver.com/webtoon/list?titleId=703853,그와 그녀의 수학 잘하는 법2017 우수상 수상작,pure,scroll,703853,https://shared-comic.pstatic.net/thumb/webtoon/703853/thumbnail/thumbnail_IMAG10_4ea9e23e-05a3-4c6c-a54e-9e6bbe516163.jpg
1145,떨림,Y,"
8.64
",원수연,2020.10.05,http://comic.naver.com/webtoon/list?titleId=753386,"사랑한 사람을 가슴에 묻고 신부가 된 남자. 그리고 어느날 그의 앞에 고해성사를 하는 그녀가 나타났다. 그녀는 2주 후 결혼을 앞뒀고, 고해실에서 과거에 사랑했던 남자를 다시 만나고 싶다고 고백을 하는데!",pure,scroll,753386,https://shared-comic.pstatic.net/thumb/webtoon/753386/thumbnail/thumbnail_IMAG10_a164d5dd-df50-453f-b651-ea97c5e4d4f7.jpg
1146,카라멜마끼아또,Y,"
9.90
",김명현,2009.09.24,http://comic.naver.com/webtoon/list?titleId=26074,"달콤한 커피처럼 은은하고, 포근한 사랑. 그 속에 스며들은 우리들의 이야기",pure,scroll,26074,https://shared-comic.pstatic.net/thumb/webtoon/26074/thumbnail/thumbnail_title_26074_83x90.gif
1147,무주의 맹시,Y,"
9.95
",마누비,2021.01.02,http://comic.naver.com/webtoon/list?titleId=726454,삼신할미의 저주를 풀기 위해산신이 되는 세아의 파란만장 고교 생활!,pure,scroll,726454,https://shared-comic.pstatic.net/thumb/webtoon/726454/thumbnail/thumbnail_IMAG10_05c097d2-1f17-485b-b639-10a6c1bd457f.jpg
1148,옆반의 인어,Y,"
9.97
",요엔,2020.01.15,http://comic.naver.com/webtoon/list?titleId=709992,인어공주 전설의 현실 재림! 다만 인어 공주가 아닌 왕자일 뿐!,pure,scroll,709992,https://shared-comic.pstatic.net/thumb/webtoon/709992/thumbnail/thumbnail_IMAG10_d1bf263c-7d44-47fa-80a7-0f46174d11aa.jpg
1149,호러와 로맨스,Y,"
9.98
",루시드,2019.10.02,http://comic.naver.com/webtoon/list?titleId=710748,사랑을 알고 싶은 호러 작가와 공포물은 질색인 인기 로맨스 작가의 오싹달콤한 로맨스 제작기,pure,scroll,710748,https://shared-comic.pstatic.net/thumb/webtoon/710748/thumbnail/thumbnail_IMAG10_669c1d34-7e18-4e90-ba56-0acdac0931b9.jpg
1150,도리내리,Y,"
9.80
",사영,2021.06.28,http://comic.naver.com/webtoon/list?titleId=773643,"신선의 인간 제자 사화는 변신술을 다루는 귀(鬼)인 다루를 만난다.그와의 만남을 통해 사화는 자신을 소망을 깨닫고 진정한 인간의 삶을 살고 싶다며 스승인 백화 신선에게 간청하고,스승은 사화에게 일어날 어떤 일을 짐작하고 이를 허락한다.때마침 황궁에서 인재를 뽑는다는 방이 마을에 붙고,사화는 가온이라는 사내와 함께 섬을 벗어나 황궁으로 가는 배에 올라타는데….",pure,scroll,773643,https://shared-comic.pstatic.net/thumb/webtoon/773643/thumbnail/thumbnail_IMAG10_88ef3e54-1ce4-4765-89c9-d3eeb9d48e3c.jpg
1151,허니허니 웨딩,Y,"
9.92
",문나영,2019.08.24,http://comic.naver.com/webtoon/list?titleId=697537,어느 날 예비고3 신해수에게 들이닥친 결혼?! 상대는 독사 최혁준 쌤?띠동갑 커플 해수와 혁준의 서툴지만 달달한 선결혼 후연애 러브 스토리.,pure,scroll,697537,https://shared-comic.pstatic.net/thumb/webtoon/697537/thumbnail/thumbnail_IMAG10_b3568141-bbd3-4bd2-85fd-7996263ad332.jpg
1152,블라인드 메르헨,Y,"
9.79
",윤현석 / 연우,2012.03.26,http://comic.naver.com/webtoon/list?titleId=389845,동화 속 세상에서 살아가는 앞 못보는 소녀와 동화를 믿지 않는 하드보일드한 소년의 동화같은 특별한 사랑이야기,pure,scroll,389845,https://shared-comic.pstatic.net/thumb/webtoon/389845/thumbnail/title_thumbnail_20110927111413_t83x90.jpg
1153,서브 콤플렉스,Y,"
9.93
",소이,2021.04.11,http://comic.naver.com/webtoon/list?titleId=745474,서브 병에 걸려 메인 남주보다 서브를 안쓰러워하며 사랑하는 연이.최근 빠진 순정만화에서 서브 남주 반하나가 죽는 걸 보고 울다 지쳐 잠이 들었는데 눈을 떠보니 만화 속 여주가 되었다.남주인 서늘을 제쳐두고 서브 남주에게 적극적인 구애를 하는 연이.그런데 점점 서늘이 안쓰럽게 느껴지는 건 서브 병 탓일까?,pure,scroll,745474,https://shared-comic.pstatic.net/thumb/webtoon/745474/thumbnail/thumbnail_IMAG10_e05c72d3-6490-4710-baf9-378c442b26e9.jpg
1154,은하연인전,Y,"
9.76
",전광철,2011.07.08,http://comic.naver.com/webtoon/list?titleId=51006,21세기 마지막 선비 환성현 디지털 시대를 사는 마지막 아날로그 선비 환성현에게 우주에서 그녀가 날아온다.,pure,scroll,51006,https://shared-comic.pstatic.net/thumb/webtoon/51006/thumbnail/title_thumbnail_20081106172351_t83x90.jpg
1155,나의 우주,Y,"
9.93
",공이 / 김문경,2020.12.22,http://comic.naver.com/webtoon/list?titleId=731939,"""외계인이 있다면 만나보고 싶어.""어느날 갑자기 우주가 내게 말을 걸어왔다. 그것도 짝사랑 남학생의 얼굴을 한 채로...?",pure,scroll,731939,https://shared-comic.pstatic.net/thumb/webtoon/731939/thumbnail/thumbnail_IMAG10_a3d0d491-aa09-49d2-a852-681a889b742a.jpg
1156,꿀벌과 아카시아,Y,"
9.96
",잔스,2020.01.13,http://comic.naver.com/webtoon/list?titleId=722728,내가 전생에 아카시아 꽃이었다고? 갑자기 생긴 꽃 향기를 멈추기 위해서는 현생의 꿀벌남을 찾아야 한다!,pure,scroll,722728,https://shared-comic.pstatic.net/thumb/webtoon/722728/thumbnail/thumbnail_IMAG10_7f5fd51c-5275-4a48-9a3f-7dd99147fbf4.jpg
1157,레드초콜릿,Y,"
9.84
",정기림 / 편현아,2011.10.24,http://comic.naver.com/webtoon/list?titleId=26671,"이강아 서른 살, 아직은 삶이 어렵기만 한 그녀와 이삭, 사랑 외엔 두려운 것이 없는 열여덟 소년. 두 사람, 그리고 함께하는 이들이 만들어가는 다채로운 이야기.",pure,scroll,26671,https://shared-comic.pstatic.net/thumb/webtoon/26671/thumbnail/thumbnail_title_26671_83x90.gif
1158,어서와,Y,"
9.96
",고아라,2020.03.18,http://comic.naver.com/webtoon/list?titleId=741928,"성냥갑처럼 늘어서 있는 삭막한 자취촌의 평범한 대학생 솔아. 신비한 고양이 홍조의 등장과 함께 솔아의 단조로웠던 삶이 바뀌기 시작한다. 어딘가 수상한 우리 고양이 홍조, 고양이 홍조의 비밀은 과연 무엇일까?※2009년 베스트도전만화 화제작, 2020년 추천완결에서 다시 만나세요!",pure,scroll,741928,https://shared-comic.pstatic.net/thumb/webtoon/741928/thumbnail/thumbnail_IMAG10_699d9691-fe3d-4634-9029-ba0506e4c518.jpg
1159,언터처블,Y,"
9.97
",맛스타,2017.03.31,http://comic.naver.com/webtoon/list?titleId=612769,만져야 사는 여자와 만질 수 없는 남자의아슬아슬 로맨스!,pure,scroll,612769,https://shared-comic.pstatic.net/thumb/webtoon/612769/thumbnail/title_thumbnail_20140212104048_t83x90.jpg
1160,소심한 팔레트,Y,"
9.96
",한민기,2021.03.25,http://comic.naver.com/webtoon/list?titleId=729571,소심해서 좋아하는 사람에게 말도 못 붙이고 친구들에게 늘 무시 당하기 일수라면? 당신의 설렘이 현실이 되는일러스트 동아리 팔레트로 오세요,pure,scroll,729571,https://shared-comic.pstatic.net/thumb/webtoon/729571/thumbnail/thumbnail_IMAG10_6eeb669f-0b24-4692-95a0-f074e0b00bdd.jpg
1161,내 여자친구는 상남자,Y,"
9.97
",맛스타,2020.01.30,http://comic.naver.com/webtoon/list?titleId=713581,어느 날 갑자기 내 여자친구가 남자가 되었다?! 하루 아침 남자가 되어버린 지은이를 둘러싼 엉망진창 코믹 판타지 로맨스!,pure,컷툰,713581,https://shared-comic.pstatic.net/thumb/webtoon/713581/thumbnail/thumbnail_IMAG10_fce3c3c1-2356-4916-aba2-0f561f579c1c.jpg
1162,셈하는 사이,Y,"
9.97
",면지,2021.06.02,http://comic.naver.com/webtoon/list?titleId=738173,사람의 마음을 1에서 100까지의 '숫자'로 볼 수 있는 권모란.괴상한 능력을 없애기 위한 파란만장 고교생활이 시작된다!,pure,scroll,738173,https://shared-comic.pstatic.net/thumb/webtoon/738173/thumbnail/thumbnail_IMAG10_08b0310b-b45b-45ef-80b4-34ae9c4e7e7a.jpg
1163,장단에 맞춰줘!,Y,"
9.83
",햇님,2021.04.12,http://comic.naver.com/webtoon/list?titleId=735247,초단신 보람과 일진농구부 최겸의너무 다른 반전 개그 로맨스!,pure,scroll,735247,https://shared-comic.pstatic.net/thumb/webtoon/735247/thumbnail/thumbnail_IMAG10_d5424526-3481-40a7-8cac-ac06765ef20d.jpg
1164,안 돼요 마왕님!,Y,"
9.96
",마로,2015.09.24,http://comic.naver.com/webtoon/list?titleId=602923,"인터넷 소설 마니아 마왕, 진정한 사랑을 찾아 인간계로 떠나다. 본격 순정 코미디.",pure,scroll,602923,https://shared-comic.pstatic.net/thumb/webtoon/602923/thumbnail/title_thumbnail_20150129150736_t83x90.jpg
1165,열불 로맨스,Y,"
9.96
",홍치,2020.12.18,http://comic.naver.com/webtoon/list?titleId=725552,죽기 싫으면 연애하라!화 많은 소녀 불화자의 살기 위한 필'수(水)' 로맨스.,pure,scroll,725552,https://shared-comic.pstatic.net/thumb/webtoon/725552/thumbnail/thumbnail_IMAG10_5c06c47b-3d1a-4bba-864f-febc6e0aa3cf.jpg
1166,연하의 맛,Y,"
9.54
",나영 / 승우,2020.12.07,http://comic.naver.com/webtoon/list?titleId=759093,"남친인 안그림에게 아무런 이유도 듣지 못하고 차인 공인주. 안그림에게 의존해 생활했던 인주는 그림의 빈자리를 크게 느끼며 그를 되찾을 계획을 세운다. 그 계획의 첫 번째는 그림의 질투를 유발하는 것! 이를 위해 봉사활동에서 만난 잘생긴 후배 서윤을 꼬셔보려고 하지만, 서윤에게는 좋아하는 사람이 있었는데…. 사랑을 쟁취하기 위해 동맹을 맺기로 한 두 사람의 끝은…?!",pure,scroll,759093,https://shared-comic.pstatic.net/thumb/webtoon/759093/thumbnail/thumbnail_IMAG10_84dc157b-60c6-406b-949b-c0be458f8a00.jpg
1167,모럴센스,Y,"
9.96
",겨울,2021.02.08,http://comic.naver.com/webtoon/list?titleId=764797,"일반인들과는 '아주 조금' 남다른 성향을 지닌 한 남자, 꿈에 그리던 '주인님'을 만나다?!오해와 진실 사이에서 아슬아슬 피어나는, 아주 조금(?) 남다를 뿐인 로맨스!",pure,scroll,764797,https://shared-comic.pstatic.net/thumb/webtoon/764797/thumbnail/thumbnail_IMAG10_6253173b-8037-4b5d-869d-cf1200a7e70a.jpg
1168,참새는 새!신부,Y,"
9.95
",99C / 백도,2020.02.10,http://comic.naver.com/webtoon/list?titleId=713289,"장수하고 싶은 참새, 인간을 사로잡으러 왔다!",pure,scroll,713289,https://shared-comic.pstatic.net/thumb/webtoon/713289/thumbnail/thumbnail_IMAG10_9e9e344d-17f5-42b1-9e2e-80b906acc5a6.jpg
1169,스몰,Y,"
9.92
",을승,2021.06.15,http://comic.naver.com/webtoon/list?titleId=745236,"네 앞에 서면 왜 난 자꾸...♡좋아하는 이성과 함께 있으면 자꾸만 작아지는 것 같은 기분, 한 번쯤 다들 경험해 봤지? 문제는 정말 몸까지 줄어든다구!",pure,scroll,745236,https://shared-comic.pstatic.net/thumb/webtoon/745236/thumbnail/thumbnail_IMAG10_2d36b3f5-b679-4444-89d7-58354c72dc57.jpg
1170,두근거려요,Y,"
9.96
",뚱땡이냐옹이,2015.09.15,http://comic.naver.com/webtoon/list?titleId=632344,두 번째 사랑을 할 수 있을까? 라미의 두근두근 사랑 이야기,pure,scroll,632344,https://shared-comic.pstatic.net/thumb/webtoon/632344/thumbnail/title_thumbnail_20140901175741_t83x90.jpg
1171,연애세포,Y,"
9.92
",김명현,2012.03.21,http://comic.naver.com/webtoon/list?titleId=191347,백수가 최고의 미녀스타를 사로잡을 가능성은 얼마나 될까?대충대충 인생 대충이와 사람보다 더 사람같은 고양이 네비의 치열하고 기발한 그녀 공략 메뉴얼.,pure,scroll,191347,https://shared-comic.pstatic.net/thumb/webtoon/191347/thumbnail/title_thumbnail_20100716102811_t83x90.jpg
1172,위장불륜 (僞裝不倫),Y,"
9.89
",히가시무라 아키코,2019.11.11,http://comic.naver.com/webtoon/list?titleId=712901,내가 왜 그랬을까?반지에서 시작된 엇갈린 첫 단추 히가시무라 아키코 작가의 첫 웹툰!,pure,scroll,712901,https://shared-comic.pstatic.net/thumb/webtoon/712901/thumbnail/thumbnail_IMAG10_7a0e2734-13a7-452f-8e2b-e90d192cf845.jpg
1173,한국만화거장전 : 순정만화특집,Y,"
9.86
",한국만화가협회,2015.06.17,http://comic.naver.com/webtoon/list?titleId=643607,이번엔 순정만화다! 어릴 적 내 마음을 잔잔히 적셔준 거장들의 만화가 다시 시작됩니다.,pure,scroll,643607,https://shared-comic.pstatic.net/thumb/webtoon/643607/thumbnail/title_thumbnail_20141223153822_t83x90.jpg
1174,완벽한 허니문,Y,"
9.97
",화류동풍 / 옛사람,2017.06.19,http://comic.naver.com/webtoon/list?titleId=689705,"결혼 후 처음 떠나는 여행, 허니문에서신부가 혼자 여행을 시작했다?시작부터 위태로운 그들의 허니문 이야기",pure,scroll,689705,https://shared-comic.pstatic.net/thumb/webtoon/689705/thumbnail/title_thumbnail_20161212185807_t83x90.jpg
1175,로맨스는 살벌하게,Y,"
9.22
",박시현 / 라미아,2021.07.05,http://comic.naver.com/webtoon/list?titleId=773645,무자비한 킬러 '사냥개' 현주와 순수한(?) 마약판매상 정우가 펼치는 액션로맨스코미디.,pure,scroll,773645,https://shared-comic.pstatic.net/thumb/webtoon/773645/thumbnail/thumbnail_IMAG10_eec6e37d-09fb-404a-8f59-35fb0d9d82d8.jpg
1176,오늘도 사랑하세요,Y,"
9.73
",하찌,2021.02.13,http://comic.naver.com/webtoon/list?titleId=733768,우리 주변에 진짜 큐피드가 있다면 믿으시겠어요?큐피드의 사랑만들기 대작전 시작합니다.,pure,scroll,733768,https://shared-comic.pstatic.net/thumb/webtoon/733768/thumbnail/thumbnail_IMAG10_5785c9e2-a6f4-46df-a726-8bbbfae17dab.jpg
1177,우주최강대스타,Y,"
8.89
",젤리피쉬 / 도힌이,2020.09.04,http://comic.naver.com/webtoon/list?titleId=721462,반전(?) 셀기꾼 수지와 아이돌 ‘루시퍼’가 SNS로 엮이면서 벌어지는 속고 속이는 위험천만 ‘반전 밀당 로맨스’ ※본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다.※,pure,scroll,721462,https://shared-comic.pstatic.net/thumb/webtoon/721462/thumbnail/thumbnail_IMAG10_2d2323e0-2d2f-4588-9968-79c216aa8556.jpg
1178,이모네 집에 갔는데 이모는 없고,Y,"
9.14
",신해영 / 정우,2020.08.17,http://comic.naver.com/webtoon/list?titleId=750575,"18살, 뜨거운 여름. 몽실몽실한 수증기 사이로 보이는 우유 빛깔 팔다리와 긴 속눈썹의 그녀는 사춘기 소년의 마음을 사로잡기 충분했다. 10년 뒤, 이모의 부탁으로 단편 로맨스 소설을 쓰게 된 ‘승준’은 이모와 함께 일하는 편집자 '의연'을 만난다. 어딘가 낯이 익은 그녀. 알고 보니 그녀는 10년 전, 이모네 집에서 만난 여자였는데?!",pure,scroll,750575,https://shared-comic.pstatic.net/thumb/webtoon/750575/thumbnail/thumbnail_IMAG10_bb870ebe-bb2d-4aa2-8cc1-8e58c8e69529.jpg
1179,공방의 마녀,Y,"
9.80
",박소희,2021.03.08,http://comic.naver.com/webtoon/list?titleId=768094,"저주를 받은 자, 저주를 건 자, 저주를 수호하는 자-괴상한 저주를 둘러싼 세 가문의 이야기.영국 공작가의 아들과 마녀의 후손 그리고 저주를 수호하는 자의 후손이 벌이는 삼각관계!",pure,scroll,768094,https://shared-comic.pstatic.net/thumb/webtoon/768094/thumbnail/thumbnail_IMAG10_eeb96595-e00f-4be3-8357-8a4061861e5d.jpg
1180,보톡스,Y,"
9.21
",황미나,2011.03.22,http://comic.naver.com/webtoon/list?titleId=63129,대한민국 만화계의 전설 황미나 작가5년간의 공백을 뒤로 하고 신작으로 돌아오다. 세대를 뛰어넘는 감성과 아름다운 작화의 하모니.,pure,scroll,63129,https://shared-comic.pstatic.net/thumb/webtoon/63129/thumbnail/title_thumbnail_20090327122336_t83x90.jpg
